rt1,resp1,correct1,features_1,features_2,features_3,features_4,features_5,features_6,ExpName,subNo,seqA,seqB,block,trial,trialnum,cuetype,task,subtaskcode,corr_resp1,onsetTime_s,onsetTime_cue,onset_cue,onsetTime_cue_fb,onset_cue_fb
3239,3#,1,61,31,12,41,21,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,497627,54321,23514,1,1,1,B1,vest,2,3#,4176.8708896,4184.8801799,8.00929030000043,0,0
6770,8*,1,61,32,12,42,21,51,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,497627,54321,23514,1,2,2,A3,glasses,3,8*,4176.8708896,4195.881889,19.0109994000004,0,0
4509,7&,1,62,32,11,42,21,51,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,497627,54321,23514,1,3,3,B3,tools,6,7&,4176.8708896,4209.8817493,33.0108596999999,0,0
6156,3#,1,62,32,11,41,21,51,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,497627,54321,23514,1,4,4,A4,vest,2,3#,4176.8708896,4221.8844552,45.0135656000002,0,0
6063,9(,0,62,31,12,42,22,51,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,497627,54321,23514,1,5,5,B5,weapon,5,2@,4176.8708896,4235.8821903,59.0113007,4241.9675641,65.0966745000005
2744,7&,1,62,32,12,42,22,51,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,497627,54321,23514,1,6,6,A1,tools,6,7&,4176.8708896,4249.8824023,73.0115126999999,0,0
5545,8*,1,61,31,12,41,21,51,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,497627,54321,23514,1,7,7,B2,glasses,3,8*,4176.8708896,4259.882408,83.0115184000006,0,0
4669,8*,1,62,31,12,42,21,51,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,497627,54321,23514,1,8,8,A3,glasses,3,8*,4176.8708896,4272.8846255,96.0137359,0,0
6568,9(,1,61,31,12,41,22,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,497627,54321,23514,1,9,9,B4,helmet,1,9(,4176.8708896,4284.8821006,108.011211,0,0
5197,9(,1,62,32,11,42,22,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,497627,54321,23514,1,10,10,A5,helmet,1,9(,4176.8708896,4298.8827101,122.0118205,0,0
4867,7&,1,61,32,11,42,21,51,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,497627,54321,23514,1,11,11,B3,tools,6,7&,4176.8708896,4311.8829524,135.0120628,0,0
7331,8*,1,61,31,11,41,22,51,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,497627,54321,23514,1,12,12,A3,glasses,3,8*,4176.8708896,4323.882591,147.0117014,0,0
4578,3#,1,61,31,11,42,21,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,497627,54321,23514,1,13,13,B1,vest,2,3#,4176.8708896,4338.8834426,162.012553,0,0
5588,9(,1,61,31,12,41,21,51,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,497627,54321,23514,1,14,14,A5,helmet,1,9(,4176.8708896,4350.8840383,174.0131487,0,0
4738,9(,1,61,31,12,42,22,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,497627,54321,23514,1,15,15,B4,helmet,1,9(,4176.8708896,4363.8828002,187.0119106,0,0
8803,3#,1,62,31,12,42,21,52,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,497627,54321,23514,1,16,16,A4,vest,2,3#,4176.8708896,4375.8820357,199.011146100001,0,0
