rt1,resp1,correct1,features_1,features_2,features_3,features_4,features_5,features_6,ExpName,subNo,seqA,seqB,block,trial,trialnum,cuetype,task,subtaskcode,corr_resp1,onsetTime_s,onsetTime_cue,onset_cue,onsetTime_cue_fb,onset_cue_fb
4357,3#,0,31,42,51,12,62,22,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,1,1,A5,glasses,3,7&,3070.7962971,3078.8106604,8.01436329999979,3083.1904529,12.3941557999997
2615,9(,1,32,42,52,12,61,21,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,2,2,B2,weapon,5,9(,3070.7962971,3090.8071449,20.0108477999997,0,0
2111,4$,1,31,41,52,12,62,22,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,3,3,A1,helmet,1,4$,3070.7962971,3100.8077909,30.0114937999997,0,0
4402,2@,1,32,42,52,11,62,22,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,4,4,B5,vest,2,2@,3070.7962971,3110.8104372,40.0141400999996,0,0
2487,2@,1,32,41,52,12,62,22,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,5,5,A2,vest,2,2@,3070.7962971,3122.809996,52.0136988999998,0,0
2429,7&,1,32,41,51,11,62,21,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,6,6,B4,glasses,3,7&,3070.7962971,3132.8101884,62.0138912999996,0,0
5943,3#,1,31,42,51,12,62,22,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,7,7,A4,tools,6,3#,3070.7962971,3142.8104371,72.0141399999998,0,0
4466,9(,1,31,42,51,12,62,21,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,8,8,B2,weapon,5,9(,3070.7962971,3155.8093072,85.0130101,0,0
3663,9(,1,31,41,51,12,61,22,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,9,9,A3,weapon,5,9(,3070.7962971,3167.80826,97.0119628999996,0,0
3371,9(,1,31,42,52,12,61,22,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,10,10,B2,weapon,5,9(,3070.7962971,3178.8097208,108.0134237,0,0
3335,9(,1,32,41,51,11,61,22,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,11,11,A3,weapon,5,9(,3070.7962971,3189.8086097,119.0123126,0,0
6168,2@,1,32,41,51,12,61,21,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,12,12,B5,vest,2,2@,3070.7962971,3200.8088099,130.0125128,0,0
2762,2@,1,31,41,51,11,61,22,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,13,13,A2,vest,2,2@,3070.7962971,3214.8067728,144.0104757,0,0
3052,7&,1,32,41,52,12,62,21,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,14,14,B4,glasses,3,7&,3070.7962971,3224.807177,154.0108799,0,0
2776,4$,1,31,41,51,11,61,21,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,15,15,A1,helmet,1,4$,3070.7962971,3235.8124447,165.0161476,0,0
2624,9(,1,31,41,52,12,62,21,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,16,16,B2,weapon,5,9(,3070.7962971,3245.8081959,175.0118988,0,0
4518,3#,1,32,42,52,12,61,22,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,17,17,A4,tools,6,3#,3070.7962971,3255.8078108,185.0115137,0,0
5809,4$,1,31,42,51,12,62,22,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,18,18,B3,helmet,1,4$,3070.7962971,3267.8096472,197.0133501,0,0
2268,4$,1,32,42,52,11,62,22,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,19,19,A1,helmet,1,4$,3070.7962971,3280.8085991,210.012302,0,0
3390,2@,1,32,41,51,11,61,22,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,20,20,B5,vest,2,2@,3070.7962971,3290.8086079,220.0123108,0,0
2225,2@,1,31,42,52,11,62,22,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,21,21,A2,vest,2,2@,3070.7962971,3301.8079269,231.0116298,0,0
2176,3#,1,32,42,52,11,62,21,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,22,22,B1,tools,6,3#,3070.7962971,3311.8086627,241.0123656,0,0
3858,4$,1,32,41,51,12,62,21,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,23,23,A1,helmet,1,4$,3070.7962971,3321.8080982,251.0118011,0,0
2030,2@,1,31,42,51,12,62,22,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,24,24,B5,vest,2,2@,3070.7962971,3332.8081176,262.0118205,0,0
4252,3#,1,32,41,51,12,62,22,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,25,25,A4,tools,6,3#,3070.7962971,3342.8097569,272.0134598,0,0
3549,3#,1,32,41,51,12,61,21,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,26,26,B1,tools,6,3#,3070.7962971,3354.8076486,284.0113515,0,0
2669,7&,1,31,41,52,12,61,22,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,27,27,A5,glasses,3,7&,3070.7962971,3365.8081047,295.0118076,0,0
1707,7&,1,32,42,52,12,62,21,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,28,28,B4,glasses,3,7&,3070.7962971,3375.8068416,305.0105445,0,0
1261,7&,1,31,41,52,12,61,21,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,29,29,A5,glasses,3,7&,3070.7962971,3384.8072855,314.0109884,0,0
7226,2@,0,31,41,52,12,62,21,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,30,30,B3,helmet,1,4$,3070.7962971,3393.8094442,323.0131471,3401.0521323,330.2558352
3345,9(,1,31,41,51,11,61,22,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,31,31,A3,weapon,5,9(,3070.7962971,3408.8069041,338.010607,0,0
1590,7&,1,31,42,51,12,62,21,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,32,32,B4,glasses,3,7&,3070.7962971,3419.8074156,349.0111185,0,0
2623,3#,1,32,42,52,11,61,21,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,33,33,A4,tools,6,3#,3070.7962971,3428.8075285,358.0112314,0,0
4537,4$,1,31,41,51,12,62,21,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,34,34,B3,helmet,1,4$,3070.7962971,3438.8074817,368.0111846,0,0
3653,2@,1,31,41,52,11,62,22,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,35,35,A2,vest,2,2@,3070.7962971,3450.8070368,380.0107397,0,0
3500,4$,1,31,42,52,12,61,21,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,36,36,B3,helmet,1,4$,3070.7962971,3461.8079821,391.011685,0,0
3838,7&,1,31,42,51,12,62,21,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,37,37,A5,glasses,3,7&,3070.7962971,3472.8074138,402.0111167,0,0
2034,3#,1,32,42,52,12,62,22,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,38,38,B1,tools,6,3#,3070.7962971,3483.8065828,413.0102857,0,0
3697,9(,1,31,41,51,12,62,22,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,39,39,A3,weapon,5,9(,3070.7962971,3493.807873,423.0115759,0,0
2739,3#,1,31,42,52,11,61,21,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,1,40,40,B1,tools,6,3#,3070.7962971,3504.8053521,434.009055,0,0
2235,7&,1,32,42,51,11,61,21,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,2,1,41,A5,glasses,3,7&,3571.1560146,3579.16644558665,8.01043098664968,0,0
3165,9(,1,32,42,51,12,61,22,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,822030,12453,54132,2,2,42,B2,weapon,5,9(,3571.1560146,3589.1657691,18.0097544999999,0,0
