rt1,resp1,correct1,features_1,features_2,features_3,features_4,features_5,features_6,ExpName,subNo,seqA,seqB,block,trial,trialnum,cuetype,task,subtaskcode,corr_resp1,onsetTime_s,onsetTime_cue,onset_cue,onsetTime_cue_fb,onset_cue_fb
6384,8*,1,51,11,61,32,42,21,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,169609,45123,21435,1,1,1,A3,helmet,1,8*,3241.86981,3249.87565404185,8.00584404184883,0,0
2367,8*,1,52,12,61,32,41,21,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,169609,45123,21435,1,2,2,B2,helmet,1,8*,3241.86981,3263.8809504,22.0111403999999,0,0
4700,4$,1,52,11,61,31,41,22,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,169609,45123,21435,1,3,3,A5,glasses,3,4$,3241.86981,3273.8829917,32.0131816999997,0,0
2214,8*,1,51,12,62,32,42,21,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,169609,45123,21435,1,4,4,B2,helmet,1,8*,3241.86981,3285.8813207,44.0115106999997,0,0
0,,0,51,12,62,31,41,22,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,169609,45123,21435,1,5,5,A2,tools,6,9(,3241.86981,3295.8826411,54.0128310999999,3304.9146521,63.0448420999996
4214,7&,1,51,11,61,31,41,21,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,169609,45123,21435,1,6,6,B3,weapon,5,7&,3241.86981,3312.8807748,71.0109647999998,0,0
3361,9(,1,52,11,62,32,42,21,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,169609,45123,21435,1,7,7,A2,tools,6,9(,3241.86981,3324.8824346,83.0126246,0,0
3330,4$,1,52,12,61,32,41,22,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,169609,45123,21435,1,8,8,B4,glasses,3,4$,3241.86981,3335.8825615,94.0127514999999,0,0
3425,4$,1,51,11,62,31,41,22,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,169609,45123,21435,1,9,9,A5,glasses,3,4$,3241.86981,3346.8820655,105.0122555,0,0
3471,4$,1,51,11,62,32,42,22,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,169609,45123,21435,1,10,10,B4,glasses,3,4$,3241.86981,3357.8832162,116.0134062,0,0
2033,7&,1,51,11,61,32,42,21,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,169609,45123,21435,1,11,11,A1,weapon,5,7&,3241.86981,3368.8811627,127.0113527,0,0
5012,9(,1,51,11,61,32,42,22,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,169609,45123,21435,1,12,12,B5,tools,6,9(,3241.86981,3378.8829581,137.0131481,0,0
2278,8*,1,51,11,61,31,41,22,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,169609,45123,21435,1,13,13,A3,helmet,1,8*,3241.86981,3391.8821628,150.0123528,0,0
2147,8*,1,51,11,62,32,42,21,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,169609,45123,21435,1,14,14,B2,helmet,1,8*,3241.86981,3401.8831577,160.0133477,0,0
2239,4$,1,52,12,62,31,41,22,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,169609,45123,21435,1,15,15,A5,glasses,3,4$,3241.86981,3411.8836249,170.0138149,0,0
