rt1,resp1,correct1,features_1,features_2,features_3,features_4,features_5,features_6,ExpName,subNo,seqA,seqB,block,trial,trialnum,cuetype,task,subtaskcode,corr_resp1,onsetTime_s,onsetTime_cue,onset_cue,onsetTime_cue_fb,onset_cue_fb
5608,8*,1,61,11,31,21,52,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,686402,54321,23514,1,1,1,B4,helmet,1,8*,3624.1925756,3632.2037351,8.01115949999985,0,0
6597,8*,0,61,12,32,21,52,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,686402,54321,23514,1,2,2,A4,vest,2,4$,3624.1925756,3645.2030322,21.0104566,3651.8220225,27.6294468999999
2647,3#,1,62,11,31,22,51,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,686402,54321,23514,1,3,3,B5,weapon,5,3#,3624.1925756,3659.2040591,35.0114834999999,0,0
4618,4$,1,62,12,32,22,52,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,686402,54321,23514,1,4,4,A4,vest,2,4$,3624.1925756,3669.2033819,45.0108062999998,0,0
3755,8*,1,61,11,31,21,51,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,686402,54321,23514,1,5,5,B4,helmet,1,8*,3624.1925756,3681.2047942,57.0122185999999,0,0
3347,3#,1,61,11,31,22,51,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,686402,54321,23514,1,6,6,A2,weapon,5,3#,3624.1925756,3692.2058154,68.0132398000001,0,0
3195,9(,1,62,12,32,21,52,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,686402,54321,23514,1,7,7,B2,glasses,3,9(,3624.1925756,3703.2033592,79.0107835999997,0,0
2059,3#,1,62,11,32,22,51,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,686402,54321,23514,1,8,8,A2,weapon,5,3#,3624.1925756,3714.204786,90.0122103999997,0,0
3811,3#,0,62,11,32,21,51,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,686402,54321,23514,1,9,9,B4,helmet,1,8*,3624.1925756,3724.2034769,100.0109013,3728.0303868,103.8378112
2599,9(,1,61,11,31,21,51,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,686402,54321,23514,1,10,10,A3,glasses,3,9(,3624.1925756,3735.2025881,111.0100125,0,0
3126,4$,1,62,11,31,22,51,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,686402,54321,23514,1,11,11,B1,vest,2,4$,3624.1925756,3745.2045661,121.0119905,0,0
1434,3#,1,61,11,32,22,51,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,686402,54321,23514,1,12,12,A2,weapon,5,3#,3624.1925756,3756.204738,132.0121624,0,0
5873,9(,1,62,12,32,22,51,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,686402,54321,23514,1,13,13,B2,glasses,3,9(,3624.1925756,3765.2034153,141.0108397,0,0
1641,4$,1,61,12,32,21,52,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,686402,54321,23514,1,14,14,A4,vest,2,4$,3624.1925756,3778.2033256,154.01075,0,0
1644,9(,1,62,12,32,21,52,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,686402,54321,23514,1,15,15,B2,glasses,3,9(,3624.1925756,3787.2042694,163.0116938,0,0
