rt1,resp1,correct1,features_1,features_2,features_3,features_4,features_5,features_6,ExpName,subNo,seqA,seqB,block,trial,trialnum,cuetype,task,subtaskcode,corr_resp1,onsetTime_s,onsetTime_cue,onset_cue,onsetTime_cue_fb,onset_cue_fb
5220,7&,1,32,12,22,52,61,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,1,1,A2,glasses,3,7&,2100.1336131,2108.1463509,8.0127378000002,0,0
3362,4$,1,32,11,21,52,61,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,2,2,B1,weapon,5,4$,2100.1336131,2121.1451807,21.0115676,0,0
4147,8*,1,32,12,21,51,61,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,3,3,A5,helmet,1,8*,2100.1336131,2132.1449947,32.0113816000003,0,0
2543,9(,1,32,12,22,52,62,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,4,4,B2,vest,2,9(,2100.1336131,2144.1455284,44.0119153000001,0,0
4655,4$,1,32,11,22,52,62,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,5,5,A4,weapon,5,4$,2100.1336131,2154.1473247,54.0137116000001,0,0
2578,9(,1,32,12,21,52,62,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,6,6,B2,vest,2,9(,2100.1336131,2166.1456369,66.0120238000004,0,0
3528,8*,1,31,12,21,51,62,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,7,7,A5,helmet,1,8*,2100.1336131,2176.1463503,76.0127372000002,0,0
4292,4$,1,32,12,22,51,62,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,8,8,B1,weapon,5,4$,2100.1336131,2187.146417,87.0128039000001,0,0
2292,7&,1,31,11,22,52,61,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,9,9,A2,glasses,3,7&,2100.1336131,2199.1462166,99.0126035000003,0,0
3545,4$,0,32,11,21,51,62,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,10,10,B4,helmet,1,8*,2100.1336131,2209.1461864,109.0125733,2212.7069168,112.5733037
3337,9(,1,31,12,21,52,61,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,11,11,A3,vest,2,9(,2100.1336131,2220.1443797,120.0107666,0,0
3388,7&,1,32,12,22,51,62,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,12,12,B5,glasses,3,7&,2100.1336131,2231.1474449,131.0138318,0,0
2898,3#,1,31,12,21,52,61,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,13,13,A1,tools,6,3#,2100.1336131,2242.1452332,142.0116201,0,0
2933,8*,1,31,11,21,52,61,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,14,14,B4,helmet,1,8*,2100.1336131,2252.1441931,152.01058,0,0
2233,9(,1,32,11,21,52,61,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,15,15,A3,vest,2,9(,2100.1336131,2262.1450462,162.0114331,0,0
4163,4$,0,32,12,22,52,62,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,16,16,B3,tools,6,3#,2100.1336131,2272.1463125,172.0126994,2276.3222884,176.1886753
3579,4$,1,31,12,22,52,62,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,17,17,A4,weapon,5,4$,2100.1336131,2284.1438024,184.0101893,0,0
1972,7&,1,31,12,22,52,61,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,18,18,B5,glasses,3,7&,2100.1336131,2295.1458073,195.0121942,0,0
3630,7&,1,32,11,21,52,61,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,19,19,A2,glasses,3,7&,2100.1336131,2304.1442943,204.0106812,0,0
2894,3#,1,32,11,22,52,62,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,20,20,B3,tools,6,3#,2100.1336131,2315.145987,215.0123739,0,0
4945,8*,1,31,11,21,51,62,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,21,21,A5,helmet,1,8*,2100.1336131,2325.1439951,225.010382,0,0
2856,3#,1,32,12,21,51,61,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,22,22,B3,tools,6,3#,2100.1336131,2337.1439343,237.0103212,0,0
3493,8*,1,32,11,22,51,62,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,23,23,A5,helmet,1,8*,2100.1336131,2347.1450564,247.0114433,0,0
3615,3#,1,31,12,22,51,61,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,24,24,B3,tools,6,3#,2100.1336131,2358.1439101,258.010297,0,0
4601,4$,0,31,11,22,52,62,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,25,25,A1,tools,6,3#,2100.1336131,2369.1445319,269.0109188,2373.7586647,273.6250516
2588,7&,1,31,11,22,51,61,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,26,26,B5,glasses,3,7&,2100.1336131,2381.1440114,281.0103983,0,0
4957,4$,1,32,12,22,51,62,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,27,27,A4,weapon,5,4$,2100.1336131,2391.1440502,291.0104371,0,0
2627,7&,1,32,12,21,51,61,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,28,28,B5,glasses,3,7&,2100.1336131,2403.144498,303.0108849,0,0
3095,7&,1,31,12,22,51,62,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,29,29,A2,glasses,3,7&,2100.1336131,2413.1447328,313.0111197,0,0
1918,9(,1,31,11,22,52,62,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,30,30,B2,vest,2,9(,2100.1336131,2424.1454271,324.011814,0,0
2583,9(,1,31,11,22,51,62,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,31,31,A3,vest,2,9(,2100.1336131,2433.14604,333.0124269,0,0
3101,3#,0,31,12,22,52,62,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,32,32,B1,weapon,5,4$,2100.1336131,2443.1447896,343.0111765,2446.25699,346.1233769
3934,4$,1,31,11,21,52,61,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,33,33,A4,weapon,5,4$,2100.1336131,2454.1438123,354.0101992,0,0
2717,4$,1,32,11,22,51,62,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,34,34,B1,weapon,5,4$,2100.1336131,2465.1462861,365.012673,0,0
2421,3#,1,32,11,21,52,62,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,35,35,A1,tools,6,3#,2100.1336131,2475.1460613,375.0124482,0,0
5024,8*,1,32,11,21,51,62,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,36,36,B4,helmet,1,8*,2100.1336131,2485.1448801,385.011267,0,0
2751,3#,1,32,12,22,52,62,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,37,37,A1,tools,6,3#,2100.1336131,2498.1447012,398.0110881,0,0
2529,8*,1,31,12,21,52,62,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,38,38,B4,helmet,1,8*,2100.1336131,2508.1470399,408.0134268,0,0
2189,9(,1,31,12,22,52,61,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,39,39,A3,vest,2,9(,2100.1336131,2518.1445869,418.0109738,0,0
2148,9(,1,32,12,22,52,62,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,1,40,40,B2,vest,2,9(,2100.1336131,2528.1472993,428.0136862,0,0
2888,3#,1,32,11,21,51,62,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,1,41,B3,tools,6,3#,2657.2507755,2665.2610883,8.01031280000007,0,0
2255,8*,1,31,11,21,51,62,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,2,42,A5,helmet,1,8*,2657.2507755,2675.2603089,18.0095333999998,0,0
1632,7&,1,31,12,22,51,62,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,3,43,B5,glasses,3,7&,2657.2507755,2685.2635058,28.0127302999999,0,0
2458,4$,1,31,11,22,52,61,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,4,44,A4,weapon,5,4$,2657.2507755,2694.2629458,37.0121703,0,0
1549,3#,0,32,11,22,52,62,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,5,45,B1,weapon,5,4$,2657.2507755,2704.2627644,47.0119888999998,2705.8325167,48.5817411999997
2524,9(,1,31,11,21,51,61,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,6,46,A3,vest,2,9(,2657.2507755,2713.2636046,56.0128290999996,0,0
4023,9(,1,32,12,22,52,61,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,7,47,B2,vest,2,9(,2657.2507755,2723.2624221,66.0116465999999,0,0
3310,4$,1,31,12,21,51,62,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,8,48,A4,weapon,5,4$,2657.2507755,2735.2646991,78.0139236,0,0
2161,9(,1,31,12,21,51,61,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,9,49,B2,vest,2,9(,2657.2507755,2746.2620469,89.0112713999997,0,0
4175,3#,1,32,12,21,52,61,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,10,50,A1,tools,6,3#,2657.2507755,2756.2601237,99.0093481999997,0,0
1549,4$,1,31,12,21,51,62,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,11,51,B1,weapon,5,4$,2657.2507755,2768.2632693,111.0124938,0,0
4179,8*,1,31,11,21,51,61,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,12,52,A5,helmet,1,8*,2657.2507755,2777.2622289,120.0114534,0,0
1542,4$,0,32,11,22,52,61,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,13,53,B4,helmet,1,8*,2657.2507755,2789.2641778,132.0134023,2790.8187026,133.5679271
4071,8*,1,31,11,21,51,61,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,14,54,A5,helmet,1,8*,2657.2507755,2798.2615425,141.010767,0,0
2496,8*,1,31,12,22,51,61,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,15,55,B4,helmet,1,8*,2657.2507755,2810.2635382,153.0127627,0,0
4934,7&,1,31,11,22,52,62,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,16,56,A2,glasses,3,7&,2657.2507755,2820.26233,163.0115545,0,0
2567,8*,1,31,11,21,52,62,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,17,57,B4,helmet,1,8*,2657.2507755,2832.2627318,175.0119563,0,0
3660,7&,1,32,12,22,52,62,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,18,58,A2,glasses,3,7&,2657.2507755,2842.2625499,185.0117744,0,0
2154,7&,1,32,11,21,51,62,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,19,59,B5,glasses,3,7&,2657.2507755,2853.2624453,196.0116698,0,0
3349,7&,1,32,12,21,52,61,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,20,60,A2,glasses,3,7&,2657.2507755,2863.2628846,206.0121091,0,0
1371,7&,0,31,12,21,52,61,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,21,61,B4,helmet,1,8*,2657.2507755,2874.2623901,217.0116146,2875.6433622,218.3925867
4150,3#,1,32,12,21,52,62,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,22,62,A1,tools,6,3#,2657.2507755,2883.2601307,226.0093552,0,0
4051,3#,1,31,11,21,52,61,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,23,63,B3,tools,6,3#,2657.2507755,2895.2628291,238.0120536,0,0
6892,8*,0,31,11,21,51,62,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,24,64,A4,weapon,5,4$,2657.2507755,2907.2638917,250.0131162,2914.1695768,256.9188013
2422,4$,1,31,11,21,52,61,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,25,65,B1,weapon,5,4$,2657.2507755,2921.2610567,264.0102812,0,0
2588,8*,1,32,12,21,52,62,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,26,66,A5,helmet,1,8*,2657.2507755,2931.261213,274.0104375,0,0
1737,9(,1,32,11,21,52,62,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,27,67,B2,vest,2,9(,2657.2507755,2941.2619179,284.0111424,0,0
3149,3#,1,31,11,21,52,61,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,28,68,A1,tools,6,3#,2657.2507755,2950.2636139,293.0128384,0,0
3335,3#,1,31,11,21,51,62,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,29,69,B3,tools,6,3#,2657.2507755,2961.2638769,304.0131014,0,0
2737,4$,0,31,12,21,52,62,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,30,70,A1,tools,6,3#,2657.2507755,2972.2627754,315.0119999,2975.0149531,317.7641776
3813,9(,1,32,12,21,52,62,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,31,71,B2,vest,2,9(,2657.2507755,2982.2612789,325.0105034,0,0
3114,4$,1,31,11,21,52,62,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,32,72,A4,weapon,5,4$,2657.2507755,2993.2632942,336.0125187,0,0
2460,4$,1,32,12,21,52,61,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,33,73,B1,weapon,5,4$,2657.2507755,3004.2626948,347.0119193,0,0
2026,9(,1,32,12,22,51,62,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,34,74,A3,vest,2,9(,2657.2507755,3014.2618239,357.0110484,0,0
2554,7&,1,32,12,22,51,62,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,35,75,B5,glasses,3,7&,2657.2507755,3024.2630701,367.0122946,0,0
3137,7&,1,31,11,21,52,62,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,36,76,A2,glasses,3,7&,2657.2507755,3034.2618138,377.0110383,0,0
2244,7&,1,31,11,22,51,61,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,37,77,B5,glasses,3,7&,2657.2507755,3045.2638652,388.0130897,0,0
3289,9(,1,31,12,21,51,62,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,38,78,A3,vest,2,9(,2657.2507755,3055.263435,398.0126595,0,0
4160,3#,1,32,12,22,52,61,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,39,79,B3,tools,6,3#,2657.2507755,3066.2609567,409.0101812,0,0
2445,9(,1,31,11,21,52,61,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,2,40,80,A3,vest,2,9(,2657.2507755,3078.2603145,421.009539,0,0
2858,4$,1,32,11,22,51,61,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,3,1,81,B1,weapon,5,4$,3143.1197359,3151.129665,8.00992910000014,0,0
2133,9(,1,32,11,21,51,61,41,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,3,2,82,A3,vest,2,9(,3143.1197359,3161.129754,18.0100181000003,0,0
2526,3#,0,32,12,21,51,62,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,3,3,83,B4,helmet,1,8*,3143.1197359,3171.133441,28.0137051000002,3173.6759738,30.5562379000003
2411,9(,1,31,12,22,52,61,42,Abstract_Concrete_6tasks_simseq_2seq_listtask_switchAB_fMRI,730666,53241,42513,3,4,84,A3,vest,2,9(,3143.1197359,3181.132719,38.0129831000004,0,0
